Domain	Source Sentence	Reference Translation	Google Translate	Yandex Translate
convo	ቅዳሜ እና እሁድ እንገናኝ።	Let's meet during the weekend.	Let&#39;s meet on Saturday and Sunday.	Engage Saturday and Sunday.
convo	የምሥረታ ድግስ ተጋብዘሃል።	You're invited at the launch party.	You&#39;re invited to a foundation party.	And I meet together.
convo	ጭፈራ እንሂድ	Let's go clubbing	Let&#39;s go dancing	Go's
convo	ደክሞኛል	I'm tired	I am tired	Social
convo	ኃላፊነት ያለው እሱ ነው።	He is in charge	He is responsible.	He is responsible for.
convo	የፀጉር አሰራሬ እንዴት አየሽው ?	How do you like my hairstyle?	How do you see my hairstyle?	How free auto user ?
convo	የደምወዝ ጭማሪ አገኘህ?	Did you get a pay rise?	Did you get a salary increase?	Themes in agendas?
convo	ደረስን እንዴ?	Are we there yet?	Have we arrived?	One Alderson?
convo	ህም  ምናልባት	Hmmm maybe	Hmm maybe	May his
convo	የጥቁር ስው ደምፅ ነው ያለው አ?	He kinda sounds black too right?	Does the black man have a voice?	The backbone of the library is a sites?
convo	አይደል... ግን ደሞ አይመስልም	I know... and yet he doesn't	No ... but it doesn&#39;t look like blood	Isle, but you decided...
convo	የምር መጀመሪያ  ዘ ሮክ መስሎኝ ነበር....ከዛ ግን ሲዘፍን ሰማሁት	I honestly thought he was the rock at first... then i heard him sing	I really thought it was The Rock first .... But then I heard him sing	The first production was a rock, and be clean....But I heard scene then
convo	ህም	Hmmm	Hmm	His
convo	ምንአልባት ቴሪ ክሩዝ?	Terry cruise maybe?	Maybe Terry Cruz?	Minibar cross there?
convo	ሁሌም ደስተኛ ነው እሱ	He is always enthusiastic	He is always happy he	He is always happy
convo	ህም...  እሱን አላስብኩትም ነበር... ግን ከሌሎች የሚያጥር ይመስላል	Hmmm... i haven't thought of him... but he does seem shorter	Hmm ... I didn&#39;t think of him ... but he seems to be shorter than the others	Alascom was him... but his other email seems to...
convo	ቴሪ ረጅም ነው እኮ	Terry is tall	Terry is a long way off	There is a long in
convo	እረ	Really	Bye	F
convo	ያን ያህል ረጅም አይመስልም	Doesn't seem that tall	It doesn&#39;t seem that long	How long that incl
convo	ህልክ  እና ጆ 2.01 እና 1.98 ናቸው... ቴሪ ግን 1.88 ነው	Hulk and joe are 2.01 and 1.98 respectively.... terry is like 1.88	Hulk and Joe are 2.01 and 1.98 ... but Terry is 1.88	Link to 1.98 and 1.88 and 2.01, but there are of...
convo	አሃ ነው አንዴ	Ohhhh oki oki	Ah is it once	Once in George
convo	ደስ ይላል ግን አ?	It's really nice right?	Nice but yeah?	The but The says?
twitter	@DeBirhaner ሃሃሃ ኸረ ዲ፣ በ5 ብርኮ አንዲት ኮረዳ ሁለት ባቅላቫ ከአራት ኮካ ጋር ጋብዘን ሲያሻን ደሞ ሁለት የሕንድ ሲኒማችንን ኮምኩመን እንውልበት ነበር (ሌላው ሳይጠቀስ ማለት ነው) :)	hahaha buy us 5 brko, one young lady two baklava four cokes, two hindi movies on a day	@DeBirhaner Hahhhhhhhh, at 5 o&#39;clock a two-wheeler invited us to a four-course Coca-Cola and paid for our two Indian cinemas (not to mention) :)	@Hahaha here DeBirhaner Minor, 5 are taken to a big table two two four seasons baklava products siimann internet in India Computer decided it was (of other sites) :)
twitter	ሃሃሃ እረ በናትሽ ኮካ ነበር የተሸገው ይሄ ለውጥማ ሰውን ሁሉ ውሃ ቀለምና ጥቁር ኮካን ያው ነው ብሎ የሚያስክድማ ነው :)	hahaha please coke is the one making a difference on letting people belive coca is also a water	Hahaha yeh, this is a Coca-Cola this is a change for everyone that water color and black coke is the same :)	Hahaha this was f Beats products items in the forum of all the cocaine that's in a black imitation gems :)
twitter	ስለ ደሴው ሞሃ ለስላሳ (ፔፕሲ) ፋብሪካ ግርግር ፤ እውነቱን ማወቅ ለምትሹ ሁሉ) - http://EthioExplorer.com - https://ethioexplorer.com/%e1%88%b5%e1%88%88-%e1%8b%b0%e1%88%b4%e1%8b%8d-%e1%88%9e%e1%88%83-%e1%88%88%e1%88%b5%e1%88%8b%e1%88%b3-%e1%8d%94%e1%8d%95%e1%88%b2-%e1%8d%8b%e1%89%a5%e1%88%aa%e1%8a%ab-%e1%8c%8d%e1%88%ad%e1%8c%8d/ …	For those who wants to know the truth about what happened in Dese, at Moha soft drink and Pepsi factory - http://EthioExplorer.com - https://ethioexplorer.com/%e1%88%b5%e1%88%88-%e1%8b%b0%e1%88%b4%e1%8b%8d-%e1%88%9e%e1%88%83-%e1%88%88%e1%88%b5%e1%88%8b%e1%88%b3-%e1%8d%94%e1%8d%95%e1%88%b2-%e1%8d%8b%e1%89%a5%e1%88%aa%e1%8a%ab-%e1%8c%8d%e1%88%ad%e1%8c%8d/ …	For more about the island&#39;s Moha Soft (Pepsi Factory), for all who want to know the truth - http://EthioExplorer.com - https://ethioexplorer.com/%e1%88%b5%e1%88%88-%e1%8b% b0% e1% 88% b4% e1% 8b% 8d-% e1% 88% 9e% e1% 88% 83-% e1% 88% 88% e1% 88% b5% e1% 88% 8b% e1% 88% b3-% e1% 8d% 94% e1% 8d% 95% e1% 88% b2-% e1% 8d% 8b% e1% 89% a5% e1% 88% aa% e1% 8a% ab-% e1% 8c % 8d% e1% 88% ad% e1% 8c% 8d /…	Many do smooth strategy (pension) of the alliance among peoples : for all the truth to know the length) - http://EthioExplorer.com - https://ethioexplorer.com/%e1%88%b5%e1%88%88-%e1%8b%b0%e1%88%b4%e1%8b%8d-%e1%88%9e%e1%88%83-%e1%88%88%e1%88%b5%e1%88%8b%e1%88%b3-%e1%8d%94%e1%8d%95%e1%88%b2-%e1%8d%8b%e1%89%a5%e1%88%aa%e1%8a%ab-%e1%8c%8d%e1%88%ad%e1%8c%8d/ ...
twitter	@TameZKafir ሄንከንና ኮካ ኮላም ተጨምረዋል፣ ገበያው ኢንተርናሽናል መልክ እንዲይዝ ትረት እየተደረገ ያለበት ሁኔታ ነው ያለው ፡)	@TameZKafir Heinken and Coca-cola are also added; It looks like the market is having an international standard :)	@TameZKafir Henken and Coca-Colam have been added, the market is undergoing a global push to take over)	@TameZKafir coming weekend; emphasis added products, as well as in the international market, he said it must be stated that three of the  )
twitter	ባለፈው እህል ፣ ዛሬ በግ ነገ ደግሞ ለስላሳ(ፔፕሲ) ከዚያ ምርጥ አዲስ ዓመት በነጻ! ሆኖ በታሪክ ይመዘገባል። በርታ አሸብር! …ሃሃሃ	Last time grain, today sheep and tomorrow Soft drinks (Pepsi) and that will be a cool new year for free! recorded in history. Go for it Asheber! ...hehehe	Last Grain, Tomorrow Tomorrow (Pepsi) for that New Year for free! It is recorded in history. Be strong! … Hahaha	Sister in the past , today also the smooth ነገዎ(pension) this app is the best free New Year! It inetogether history. In May this year and the will! Hahaha ...
twitter	On Saturday I was in ziway for copa Coca-Cola ምፅ Hope we’ll meet soon አላዛር በትርፍ ሰዓቱ ስናይፐር ሆኖ ያገለግላል ከርቀት ማነጣጠርን የተማረው ከዛ ነው	On Saturday I was in Ziway for copa Coca-Cola, hope we we'll meet soon Alazar is a sniper on his free time he learned	On Saturday I was in ziway for copa Coca-Cola essay Hope we&#39;ll meet soon Lazarus works at Snyder in his spare time and has learned from distance shooting	On Saturday I was in ziway for copa Coca-Cola balance the Hope we’ll meet soon as a duplicate path-for-profit senior itemmargin that out of Manhatten then
twitter	በመጨው አለም በብራዚል ለሚካሄደው ዋንጫ የፊፋ ተጋባዥ ሆኖ በኮካ ኮላ ኩባንያ በተመረጠው ቴዲ አፍሮ ላይ እነ ጃዋር መሀመድ ተጨማሪ ዘመቻ ከፈቱ። ኮካ ኮላ የቴዲን የፊፋ... http://fb.me/2ElTsXiZ6	next world cup hosted by brazil, FIFA's guest Coca-Cola chosen Teddy Afro got additional rebellions Jawar Mohamed. Coca-Cola teddy's FIFA... http://fb.me/2ElTsXiZ	Jawir Mohammed launches an additional campaign against Teddy Afro, who was selected by Coca-Cola Company as the FIFA World Cup host in Brazil. Coca Cola Tedin&#39;s Fifa ... http://fb.me/2ElTsXiZ6	Somewhere in the game world it Africa Cup of Nations conference in Brazil political parties and a selected book or company but it had barely launched and more are in the Baptist campaign. Conference products or testing... http://fb.me/2ElTsXiZ6
twitter	ትዝብት እንኳን ወደ ኮካኮላ-ፔፕሲ አለም አቀፍ ኤርፖርት በደህና መጡ! ኤርፖርቱ ላይ የቱሪዝም መስህቦችና መዳረሻዎች እንዲሁም ከተማይቱን የሚገልፁ ምስሎችና ምልክቶች ሊቀመጡ ሲገባ በኮካና በፔፕሲ የፉክክር ማስታወቂያ ወጥረውታል። #EthiopianAirLinespic.twitter.com/OaQC9f9Jjr	Welcome to Coca-Cola-Pepsi International Airport! The attractions and Destinations of the airport should be images and signs describing the city but instead it becomes an ad competition for coca and Pepsi.#EthiopianAirLinespic.twitter.com/OaQC9f9Jjr	Welcome to Coca-Cola-Pepsi International Airport! The attractions and destinations of the airport, as well as images and symbols of the city, should be put up in competition with Coca and Pepsi. # EthiopianAirLinespic.twitter.com/OaQC9f9Jjr	That even the CocaCola-Pepsi International Airport welcome to from it! Access to the airport and it just made the city tourism masses psilocin in Emily began advertising sign General Sima libmenu Spanish. #EthiopianAirLinespic.twitter.com/OaQC9f9Jjr
twitter	የምሬን ነው ኮፖ ኮካ ኮላ ላይ የመሀል ተከላካይ ሆኜ ለ ካቴድራል ተጫውቻለሁ።	im serious about coca cloa being on team catedral	I&#39;m sorry I played in the cathedral for the cathedral in Copa Coca-Cola.	Free copy of I Cathedral in the middle of it, nor of products or thematically.
twitter	ስኳር . . ኩላሊት . . ለረጅም አመታት ያለ እረፍት መስራቱ እና ኬክና ኮካ በጣም ተጠቃሚ መሆኑ እንደጎዳው ሲናገር ነበር የሆነ ኢንተርቪው ላይ . . ገፅታው ያሸማቅቃል!	Diabetes.. kidney.. working for years without rest, and consuming a lot of cake and coke contributed to his sickness according to his explanation in an interview ... he looked sick	Sugar. . Kidneys. . There was a break on the internet for years, when he said that he had been working without a break and that he had been affected by the benefits of cake and coca. . The look is embarrassing!	The corporation . . Kulahtanut . . Years without a long break taken to work and that David was speaking as indoor products and for intervew . . Acemassage gestation!
twitter	የሆነ ጊዜ ላይ ቻይኖች ጓደኞች ነበሩኝ እና ያስቁኝ ነበር ማታ ላይ ኮካ በቡና ጠጥተው ወደ እንቅልፍ ሲሄዱ። #ጨብሲ_ያስጠላችሗል	I had Chinese friends once and it was funny how they drank coke and coffee before going to bed. #ጨብሲ_ያስጠላችሗል	At some point the Chinese were friends and they made me laugh when they went to sleep at night drinking coffee. #YouSy_Shears you	Since norms of friends and the time was evening, and the private sector to better citiassist products when you go to the endif. #Subsidential
twitter	ሰበር ዜና ፋኖ ዛሬ ድል ቀንቶታል ፓሊሶችም ወደ ማህበሩ ተቀላቅለዋል በጎንደር ፔፕሲ ፋብሪካ አተር ባቄላና አኩሪ አተር ጭኖ ለመሄድ እንቅስቃሴ ላይ የነበረ አስቁመው ተከፋፍለው ወደ የቤታቸው ሂደዋል ። ሌብነት ሱስ የሆነባቸው። pic.twitter.com/YM1nP3orqq	Breaking news Fano has won the victory today the police also joined the association too. In Gonder Pepsi Factory, they have stopped a car with peas, beans and soybeans move to relocate to other places and distribute it for themselves and go to their home with it. where theft becomes an addiction. pic.twitter.com/YM1nP3orqq	Breaking news Fano has won today and police have joined the association, stopping on a trip to Gondar Pepsi&#39;s Peas factory to make beans and soybeans. Where thieves are addicted. pic.twitter.com/YM1nP3orqq	The news broken today than in Addis prison for the rental to the baseline are evaluated when the pension funds will be used to go after Theraflu was askew to the activity of the sidewall . Last thonneau addictions. pic.twitter.com/YM1nP3orqq
twitter	ለመልካምነት እንጠጣ በሚል የኮካ ኮላ ዘመቻ በወጣቶች ላይ ለሚሰሩ ድርጅቶች ከሽያጬ ላይ 1 ብር ድጋፍ ያደርጋል:: በመሆኑም በሚከተለው ሊንክ http://bit.ly/Nominateus በመግባት ድርጅታችን TAYA አሸናፊ እንዲሆን እንድትመርጡን እንጠይቃለን!pic.twitter.com/1ZmwETBkY8	let's drink to being nice coca's rebellion where companies working on the young adults working for 1 birr support. the link he follows http://bit.ly/Nominateus you can check TAYA and support us! pic.twitter.com/1ZmwETBkY8	Coca-Cola Campaign for Drinking Drinking Goods: 1 bucks from the company for youth organizations. Therefore, by logging into the following link http://bit.ly/Nominateus and asking us to choose our organization to be a TAYO winner! Pic.twitter.com/1ZmwETBkY8	Cocoa or element associations jointly with the campaign for youth support organizations such as these and the 1:: following the main text http://bit.ly/Nominateus TAYA Henderson, which we drain to be!pic.twitter.com/1ZmwETBkY8
